transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,transaction_amount,payment_method,card_number,ingestion_timestamp,run_id
T0013346,C06707,P0140,2025-10-02,1,2184.92,2184.92,Debit Card,************2766,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013347,C00738,P0102,2024-11-01,2,4094.67,8189.34,Credit Card,***********3492,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013348,C07903,P0248,2026-06-26,1,1496.08,1496.08,Cash,************3647,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013349,C05798,P0681,2024-08-28,5,2534.01,12670.05,Credit Card,************5680,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013350,C01013,P0506,2025-07-02,1,2816.66,2816.66,Credit Card,*********7645,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013351,C02919,P0156,2025-12-26,4,3075.81,12303.24,Cash,********8357,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013352,C07909,P0785,2024-09-17,2,4254.24,8508.48,Cash,************4164,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013353,C04105,P0766,2024-11-07,4,982.98,3931.92,Debit Card,********1020,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013354,C02253,P0779,2025-11-20,4,1412.01,5648.04,Cash,************5380,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013355,C02048,P0508,2024-10-01,2,3368.76,6737.52,Credit Card,************0022,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013356,C08235,P0688,2025-11-11,1,2446.69,2446.69,UPI,***********9138,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013357,C02609,P0520,2026-04-21,5,2693.36,13466.8,UPI,************1160,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013358,C05555,P0486,2025-10-06,2,328.05,656.1,Credit Card,********5865,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013359,C09460,P0098,2024-12-27,2,4669.63,9339.26,Debit Card,*********5631,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013360,C03213,P0957,2026-07-16,5,556.96,2784.8,Credit Card,************0686,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013361,C06460,P0157,2025-01-11,3,2101.48,6304.44,Debit Card,***********3408,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013362,C08273,P0670,2025-05-15,2,2836.48,5672.96,Credit Card,***********5291,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013363,C04777,P0854,2025-12-22,3,426.29,1278.87,Debit Card,************4939,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013364,C01330,P0886,2024-08-28,2,1492.67,2985.34,Debit Card,************7790,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013365,C04843,P0226,2024-11-27,5,2463.37,12316.85,Credit Card,***********6444,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013366,C06660,P0210,2026-06-13,2,3501.11,7002.22,Credit Card,************1291,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013367,C06510,P0041,2025-08-13,1,2202.09,2202.09,Credit Card,**********0111,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013368,C03069,P0744,2025-06-07,1,3417.46,3417.46,UPI,***********1538,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013369,C02700,P0693,2025-05-21,3,653.28,1959.84,Credit Card,********0810,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013370,C03187,P0162,2024-10-23,2,4791.93,9583.86,Credit Card,************2694,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013371,C00332,P0606,2026-03-19,5,3962.35,19811.75,Cash,************7378,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013372,C08553,P0708,2025-11-28,4,492.83,1971.32,Cash,************1065,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013373,C05824,P0924,2025-11-19,3,194.5,583.5,Debit Card,************4031,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013374,C00013,P0715,2025-10-13,4,4262.75,17051.0,UPI,************2618,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013375,C04063,P0371,2025-06-25,1,3397.8,3397.8,Cash,************4634,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013376,C01615,P0632,2025-03-25,1,1262.15,1262.15,UPI,************6432,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013377,C00611,P0589,2026-05-15,4,809.52,3238.08,Cash,************8675,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013378,C04882,P0972,2024-10-08,5,4337.09,21685.45,Cash,***********3419,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013379,C07974,P0535,2024-11-06,3,1905.82,5717.46,Credit Card,************4645,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013380,C02011,P0403,2025-07-29,1,3322.24,3322.24,Credit Card,************6465,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013381,C09186,P0814,2025-05-03,2,742.79,1485.58,Credit Card,***************3441,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013382,C06481,P0826,2024-09-21,4,4075.13,16300.52,Cash,************3531,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013383,C03181,P0874,2025-02-06,3,737.26,2211.78,Cash,************4701,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013384,C07861,P0516,2026-01-25,5,4165.16,20825.8,Cash,************0729,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013385,C05442,P0785,2026-06-22,3,4254.24,12762.72,Debit Card,**********6839,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013386,C06495,P0179,2026-04-02,2,2941.19,5882.38,Cash,************7073,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013387,C09885,P0514,2026-01-24,1,1716.98,1716.98,UPI,************5312,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013388,C00660,P0390,2026-08-02,4,2251.24,9004.96,Cash,************1729,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013389,C05929,P0469,2025-01-22,4,3463.57,13854.28,Credit Card,************7459,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013390,C07089,P0729,2024-09-10,3,3285.73,9857.19,Cash,************0846,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013391,C07158,P0849,2025-01-10,1,4487.8,4487.8,Credit Card,***********4512,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013392,C08723,P0576,2024-10-21,2,1504.14,3008.28,Cash,********7086,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013393,C06647,P0621,2024-08-29,3,440.36,1321.08,Credit Card,********7375,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013394,C09222,P0085,2026-04-15,4,2410.1,9640.4,Debit Card,************5513,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013395,C03127,P0614,2025-11-01,2,3416.54,6833.08,Credit Card,************5764,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013396,C01149,P0774,2026-05-29,3,2544.28,7632.84,Debit Card,***************6799,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013397,C05604,P0182,2025-12-13,2,3779.7,7559.4,UPI,************9437,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013398,C08614,P0187,2025-04-27,1,866.97,866.97,UPI,************8022,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013399,C07208,P0646,2025-05-27,2,838.74,1677.48,Debit Card,***********3854,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013400,C07740,P0166,2024-10-13,5,4462.56,22312.8,Credit Card,***************1931,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013401,C03811,P0049,2026-07-15,4,336.73,1346.92,Credit Card,************9630,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013402,C03410,P0981,2025-10-03,2,62.24,124.48,Debit Card,************7094,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013403,C06129,P0040,2025-01-31,1,3222.76,3222.76,Credit Card,**********6149,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013404,C05882,P0331,2024-09-05,5,3388.07,16940.35,UPI,***********0061,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013405,C00602,P0260,2026-07-05,2,2864.72,5729.44,Debit Card,************3824,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013406,C07427,P0708,2025-08-29,1,492.83,492.83,Debit Card,************8247,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013407,C00048,P0284,2025-01-31,3,948.37,2845.11,Cash,***************6027,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013408,C08953,P0329,2026-03-11,1,3135.13,3135.13,UPI,************6799,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013409,C08010,P0535,2025-02-12,4,1905.82,7623.28,UPI,***********8531,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013410,C01159,P0891,2026-02-09,1,3849.71,3849.71,UPI,************4501,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013411,C08912,P0590,2026-03-26,2,1891.47,3782.94,Debit Card,************4748,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013412,C00168,P0348,2025-11-06,5,2236.56,11182.8,Debit Card,************1210,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013413,C08356,P0019,2025-06-30,1,1425.97,1425.97,UPI,************0648,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013414,C06981,P0816,2026-04-10,1,217.43,217.43,UPI,************8458,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013415,C02391,P0489,2025-04-19,3,3241.1,9723.3,Credit Card,***************9778,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013416,C09271,P0733,2024-08-09,1,3092.4,3092.4,Credit Card,***********7875,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013417,C00557,P0274,2026-03-16,1,3973.51,3973.51,Debit Card,*********8790,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013418,C08142,P0515,2026-04-19,4,1914.76,7659.04,UPI,************1692,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013419,C00726,P0578,2025-10-20,4,2257.28,9029.12,Cash,**********2970,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013420,C02093,P0896,2025-10-27,2,1300.77,2601.54,Debit Card,***********4529,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013421,C08380,P0474,2026-01-22,5,882.26,4411.3,UPI,************3250,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013422,C01721,P0102,2025-12-31,3,4094.67,12284.01,Debit Card,************5376,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013423,C08414,P0858,2026-01-04,3,969.4,2908.2,Debit Card,********2619,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013424,C00930,P0294,2025-03-14,1,4353.37,4353.37,Credit Card,**********3034,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013425,C05353,P0090,2026-07-16,3,2992.87,8978.61,Debit Card,********2730,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013426,C09226,P0056,2024-10-22,1,4503.09,4503.09,Cash,************9325,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013427,C03417,P0550,2025-08-18,2,2112.01,4224.02,Credit Card,***********2171,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013428,C09892,P0768,2025-07-03,3,3841.96,11525.88,Cash,************0640,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013429,C07267,P0425,2025-01-22,5,2162.48,10812.4,Cash,**********4965,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013430,C07910,P0099,2025-02-17,3,1879.16,5637.48,Credit Card,***********4271,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013431,C06204,P0992,2026-04-12,5,4978.69,24893.45,Credit Card,**********8607,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013432,C00158,P0067,2025-09-05,2,2146.71,4293.42,UPI,*********8028,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013433,C01527,P0590,2025-09-27,3,1891.47,5674.41,Cash,************4915,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013434,C07197,P0685,2026-04-24,4,1915.28,7661.12,Cash,********0679,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013435,C02880,P0067,2024-08-23,4,2146.71,8586.84,Credit Card,********3336,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013436,C02344,P0282,2025-09-05,5,249.15,1245.75,Debit Card,************9848,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013437,C05880,P0345,2024-11-14,4,1307.19,5228.76,Credit Card,************5182,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013438,C07770,P0905,2025-02-24,3,1691.4,5074.2,Credit Card,************5328,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013439,C05702,P0069,2025-01-26,3,2042.98,6128.94,UPI,************9166,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013440,C07439,P0212,2026-04-08,5,4920.03,24600.15,Debit Card,***********2216,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013441,C09464,P0823,2026-05-16,1,2780.64,2780.64,Cash,**********1004,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013442,C09985,P0556,2025-01-03,5,384.42,1922.1,Debit Card,************6203,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013443,C03282,P0013,2025-11-02,2,265.08,530.16,UPI,************2147,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013444,C04079,P0939,2025-01-02,4,1972.89,7891.56,Cash,************3511,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013445,C06831,P0300,2024-08-22,1,192.9,192.9,Cash,***************7783,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013446,C04353,P0682,2026-07-14,5,4249.47,21247.35,Cash,**********1977,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013447,C04412,P0063,2026-05-05,1,2452.8,2452.8,Cash,**********2288,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013448,C01471,P0661,2026-05-08,3,3984.74,11954.22,Credit Card,**********6283,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013449,C00739,P0706,2025-10-06,5,3270.17,16350.85,Debit Card,************8568,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013450,C04002,P0820,2026-02-02,5,2553.38,12766.9,UPI,************4243,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013451,C04216,P0589,2026-05-11,5,809.52,4047.6,Cash,***********5167,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013452,C05188,P0659,2025-07-31,5,4946.0,24730.0,Debit Card,***********7233,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013453,C08609,P0505,2024-08-11,4,2995.45,11981.8,Debit Card,************6557,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013454,C01742,P0675,2025-11-30,2,304.21,608.42,Credit Card,************0306,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013455,C04252,P0161,2025-01-18,1,2154.47,2154.47,UPI,************8916,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013456,C08003,P0301,2026-01-14,1,833.97,833.97,Debit Card,********0178,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013457,C00415,P0070,2026-06-06,3,4315.28,12945.84,UPI,**********6399,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013458,C07082,P0802,2024-11-13,2,1830.24,3660.48,Credit Card,************4190,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013459,C03415,P0219,2025-06-27,3,2632.65,7897.95,UPI,************3429,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013460,C07643,P0658,2025-06-15,1,2279.25,2279.25,Cash,*********2862,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013461,C01432,P0037,2026-04-14,3,1939.02,5817.06,Cash,************8407,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013462,C07849,P0220,2025-05-24,5,4050.59,20252.95,Credit Card,************2326,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013463,C04128,P0335,2025-07-01,5,3746.49,18732.45,Debit Card,************1763,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013464,C04558,P0472,2025-08-18,4,439.3,1757.2,Credit Card,************1753,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013465,C02084,P0141,2024-10-11,5,1603.88,8019.4,Debit Card,********5176,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013466,C00037,P0404,2026-03-17,2,123.56,247.12,Debit Card,***************3311,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013467,C07713,P0900,2025-06-30,4,231.99,927.96,Credit Card,**********7854,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013468,C01009,P0332,2024-12-31,2,3152.66,6305.32,Debit Card,*********4961,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013469,C03964,P0361,2025-01-13,4,3953.62,15814.48,Credit Card,************2183,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013470,C07033,P0125,2024-08-15,4,4367.23,17468.92,Credit Card,************1815,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013471,C02021,P0345,2025-02-08,3,1307.19,3921.57,Credit Card,************9117,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013472,C06084,P0163,2026-02-09,2,2809.16,5618.32,Cash,*********2521,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013473,C01060,P0009,2025-09-17,2,2141.94,4283.88,Debit Card,************2511,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013474,C02432,P0450,2026-05-15,2,453.83,907.66,Debit Card,********9027,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013475,C00388,P0433,2026-01-22,5,4583.43,22917.15,Debit Card,************3037,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013476,C02577,P0521,2024-09-13,3,3932.63,11797.89,Debit Card,**********6266,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013477,C05926,P0746,2025-08-10,2,325.4,650.8,Debit Card,**********7309,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013478,C09725,P0718,2025-03-14,2,1323.46,2646.92,UPI,************1198,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013479,C01887,P0658,2024-09-18,5,2279.25,11396.25,Cash,************3988,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013480,C03354,P0715,2024-09-16,5,4262.75,21313.75,Credit Card,**********1407,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013481,C07045,P0408,2026-05-24,3,2268.96,6806.88,Debit Card,************4347,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013482,C08227,P0772,2024-10-22,5,1209.98,6049.9,Credit Card,************2249,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013483,C06662,P0071,2026-06-07,5,991.53,4957.65,Debit Card,*********9870,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013484,C04647,P0451,2025-02-13,2,2148.87,4297.74,Cash,********5312,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013485,C06270,P0449,2024-11-09,4,820.12,3280.48,Cash,***********0915,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013486,C05045,P0355,2024-12-20,4,90.08,360.32,Debit Card,***********5282,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013487,C01370,P0613,2025-01-14,2,3229.58,6459.16,Credit Card,*********5896,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013488,C03443,P0379,2026-03-15,1,1145.77,1145.77,Credit Card,********2177,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013489,C03971,P0801,2026-05-10,3,3261.17,9783.51,UPI,************1684,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013490,C04863,P0023,2025-10-17,3,2338.19,7014.57,Credit Card,***********4239,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013491,C00914,P0864,2025-04-12,4,503.03,2012.12,Debit Card,***********6952,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013492,C05335,P0824,2026-07-30,1,2670.62,2670.62,UPI,***********5581,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013493,C05039,P0947,2026-07-18,5,3439.25,17196.25,UPI,***************0180,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013494,C04175,P0554,2026-04-25,5,1965.06,9825.3,Cash,***************8776,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013495,C07354,P0411,2025-02-14,4,3926.97,15707.88,Debit Card,************6304,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013496,C02376,P0004,2026-07-27,3,2138.51,6415.53,Cash,************9539,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013497,C05047,P0039,2025-01-07,4,3617.57,14470.28,UPI,***************2427,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013498,C04408,P0602,2024-12-01,2,2733.75,5467.5,Credit Card,********0108,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013499,C08127,P0701,2024-11-08,4,1202.54,4810.16,Cash,************6395,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013500,C00722,P0293,2026-04-19,1,2597.25,2597.25,Debit Card,************0152,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013501,C06290,P0309,2024-10-25,3,993.52,2980.56,Debit Card,************4983,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013502,C03174,P0199,2026-02-12,4,203.6,814.4,Credit Card,*********0789,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013503,C01131,P0394,2025-01-29,2,4747.6,9495.2,Cash,************2789,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013504,C04564,P0338,2025-12-01,1,277.66,277.66,Debit Card,***********6440,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013505,C01394,P0496,2025-03-16,4,1276.33,5105.32,Credit Card,************8852,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013506,C06996,P0901,2025-04-18,2,4482.73,8965.46,Credit Card,************5867,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013507,C04238,P0012,2024-09-12,1,4245.1,4245.1,Cash,************4951,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013508,C01512,P0377,2025-07-28,4,3390.44,13561.76,UPI,************4944,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013509,C06850,P0500,2026-03-06,1,3009.54,3009.54,UPI,***************4405,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013510,C09244,P0188,2025-09-16,1,4904.57,4904.57,UPI,************9956,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013511,C09549,P0730,2026-01-27,1,3355.54,3355.54,Debit Card,**********7959,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013512,C05127,P0621,2024-11-22,5,440.36,2201.8,Cash,**********0212,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013513,C07731,P0422,2025-08-06,1,2285.2,2285.2,Debit Card,************7338,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013514,C09554,P0813,2025-03-30,3,882.76,2648.28,UPI,************8933,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013515,C02257,P0807,2026-05-02,2,1340.83,2681.66,Credit Card,**********3887,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013516,C06706,P0595,2024-09-19,4,632.92,2531.68,UPI,***********3963,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013517,C08538,P0729,2024-09-16,2,3285.73,6571.46,Cash,************4015,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013518,C06858,P0345,2025-05-10,1,1307.19,1307.19,Cash,************5470,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013519,C09514,P0573,2026-02-02,3,2512.74,7538.22,UPI,************0364,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013520,C03471,P0265,2024-11-23,5,63.24,316.2,Credit Card,************9934,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013521,C05885,P0668,2025-08-09,2,1995.13,3990.26,Cash,**********7627,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013522,C05274,P0876,2024-11-24,1,2201.65,2201.65,Debit Card,************3876,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
T0013523,C09592,P0514,2025-11-01,4,1716.98,6867.92,Debit Card,***********3937,2026-08-09T05:27:04.070750+00:00,run_20260809_052657_cc1b16cd
